id,num_orders
1480593,724.47
1339799,1573.575
1261433,1433.525
1397430,633.53
1083089,766.645
1138673,1365.09
1306281,96.155
1042427,147.755
1039235,134.265
1270474,99.005
1387994,98.195
1204001,96.835
1146761,113.23
1160004,112.525
1274185,108.965
1271542,97.705
1470774,510.955
1299041,572.865
1105837,449.17
1082803,577.685
1023822,552.79
1312925,579.855
1089746,555.375
1133734,460.415
1096643,546.855
1095601,541.69
1236999,552.08
1129005,505.02
1060160,503.075
1139012,465.63
1009801,555.31
1499374,464.05
1130038,505.96
1136954,507.33
1214539,528.23
1341789,351.365
1402501,75.035
1305350,71.9
1416500,69.86
1061620,63.205
1356623,54.01
1135009,52.045
1039371,43.645
1358442,58.0
1330108,74.04
1368952,85.22
1402068,463.755
1414079,424.89
1027086,378.5
1376822,365.98
1473650,587.69
1318829,396.855
1485144,578.06
1440877,499.49
1259634,365.6
1197323,405.435
1334064,263.025
1474493,294.27
1452523,331.405
1109460,266.66
1397686,445.055
1436925,335.875
1271835,272.09
1266289,294.345
1172743,417.62
1028916,544.79
1373369,1005.76
1159100,1000.65
1078309,1009.09
1444543,1350.415
1403090,1219.83
1091288,1013.065
1357059,1064.23
1258709,1377.175
1016250,926.965
1291439,1407.975
1487991,287.555
1173983,319.43
1455460,218.68
1093777,258.155
1284038,239.48
1398418,258.975
1100317,257.795
1050205,239.38
1355831,179.365
1205352,266.955
1352373,456.095
1145134,381.23
1285247,440.32
1485963,318.01
1410494,353.03
1194947,379.645
1479842,533.91
1141874,407.8
1219813,375.965
1020182,409.865
1083024,619.37
1027186,301.595
1226206,534.095
1193020,273.47
1208269,274.485
1441531,575.65
1201640,518.96
1412072,281.895
1063733,286.025
1196516,266.045
1115748,280.595
1281521,371.885
1451363,507.785
1430974,394.59
1461605,503.29
1248805,365.595
1365062,437.95
1413517,391.455
1079468,615.96
1462434,497.445
1171225,318.32
1113088,422.895
1421572,363.195
1231421,403.99
1155226,401.865
1050090,322.855
1462159,377.24
1262088,360.35
1059783,408.345
1068765,266.94
1221985,364.455
1301321,381.89
1463289,301.92
1275946,406.825
1400875,251.305
1348564,329.135
1273247,432.985
1017611,473.925
1062279,427.355
1237961,352.745
1224992,281.135
1311411,362.44
1058810,429.74
1180280,201.6
1171237,219.585
1345370,315.315
1361205,308.4
1020415,373.945
1490702,370.58
1214923,263.35
1295739,80.81
1371494,141.355
1242910,148.05
1297462,106.975
1408420,145.725
1468795,170.495
1322980,139.97
1278810,126.285
1286425,146.18
1287421,146.44
1117909,331.515
1387886,294.64
1344564,320.74
1155339,276.595
1270105,361.115
1299390,281.69
1402691,271.435
1435663,316.62
1499834,367.01
1185266,421.875
1485491,293.965
1493366,277.825
1244054,267.555
1339975,394.925
1493137,334.905
1482630,336.925
1237519,459.13
1414111,232.275
1290325,266.68
1064432,238.48
1220040,270.67
1275484,150.015
1272211,259.44
1290617,268.805
1321339,281.385
1458201,250.27
1219875,178.98
1085852,177.21
1334748,159.735
1224780,271.265
1198616,279.395
1177611,271.89
1077911,265.92
1305831,249.745
1098936,173.88
1189364,255.98
1495457,281.235
1193672,256.765
1177716,277.02
1125817,222.88
1093651,461.715
1009004,771.555
1447838,556.175
1339194,553.18
1027184,657.37
1366421,571.44
1395557,417.42
1382148,551.28
1066186,511.235
1437787,540.61
1106809,635.825
1318582,909.12
1438968,953.63
1361549,566.685
1057783,415.375
1004386,580.315
1315211,546.745
1428093,987.87
1163409,911.735
1040148,967.7
1460445,574.635
1180058,390.52
1462684,487.745
1138520,408.91
1317061,405.98
1054840,376.31
1438974,408.35
1002774,346.2
1159437,397.96
1089638,462.225
1443523,158.38
1163835,162.145
1494285,233.505
1318970,168.385
1230640,163.23
1350989,191.295
1469698,205.75
1157662,145.34
1365942,156.625
1241167,149.77
1450701,774.91
1224760,701.82
1363494,712.66
1324577,636.64
1491314,723.795
1158272,369.63
1412751,675.595
1112151,789.315
1219827,599.22
1187185,669.665
1257724,421.735
1138065,253.465
1331635,351.6
1089050,457.08
1209677,321.505
1178390,253.795
1232486,353.6
1165663,340.68
1115081,270.185
1294491,380.07
1040703,483.36
1012461,423.385
1431639,652.29
1121810,612.78
1054385,489.505
1106975,595.555
1094087,589.05
1140825,551.13
1340524,643.095
1133545,597.735
1259591,1045.415
1327142,1070.61
1249310,1284.46
1337116,1436.305
1426288,1045.2
1178106,723.53
1112605,1251.34
1297011,951.785
1015985,930.005
1413327,1367.6
1173972,1202.92
1350644,1000.17
1103990,766.14
1093038,782.785
1435909,1005.36
1158632,784.64
1044666,959.09
1022214,859.06
1109852,860.285
1103251,872.565
1113951,179.365
1075058,173.835
1395991,143.32
1060374,184.355
1344988,114.33
1379139,120.385
1216578,122.195
1347909,117.385
1124487,196.0
1314422,137.905
1026962,301.79
1019750,385.435
1052756,282.05
1199363,304.265
1268913,228.4
1301467,207.705
1203194,337.425
1182935,244.43
1163522,290.26
1072037,232.965
1398096,72.04
1094768,92.515
1458256,146.375
1469568,134.83
1042422,91.225
1281477,74.045
1427545,73.55
1398303,73.235
1297500,74.425
1184259,75.61
1359066,401.215
1328835,427.47
1375031,431.36
1180363,623.05
1079995,581.215
1468705,490.115
1041884,605.015
1161571,685.575
1049477,581.225
1363599,393.295
1138175,337.09
1165312,398.04
1419232,330.765
1093243,358.255
1146579,417.19
1250371,317.935
1441494,322.02
1146752,405.275
1427935,361.01
1012377,249.805
1264350,521.235
1169852,564.76
1392031,695.15
1140763,649.07
1359423,712.49
1145373,635.005
1381586,712.58
1486989,604.365
1061075,649.9
1018684,604.28
1165135,193.62
1365978,169.03
1425692,146.21
1352787,175.055
1106798,143.8
1151845,143.055
1446773,148.745
1000259,146.545
1361688,145.825
1339452,159.665
1296483,452.205
1265643,450.235
1243332,440.95
1017985,502.8
1002910,375.185
1214298,424.72
1265634,448.78
1490788,553.095
1054015,470.06
1394286,448.255
1020966,159.455
1210680,142.795
1007010,169.795
1426974,154.08
1167015,145.73
1208134,130.58
1088146,160.915
1384893,156.475
1295493,141.63
1237768,172.435
1134786,724.015
1052017,1010.255
1209585,614.355
1115016,998.3
1101235,1013.435
1448019,1128.26
1315737,570.4
1039269,962.44
1436545,827.51
1445418,972.245
1001412,161.93
1389027,187.275
1406711,216.6
1070287,167.445
1084653,400.61
1137633,157.205
1233884,293.99
1315294,156.855
1282318,276.86
1206406,181.035
1245457,424.54
1324576,549.06
1054723,489.635
1240913,665.405
1403942,546.67
1004923,717.455
1429694,433.9
1029910,592.155
1228946,520.89
1119476,468.245
1306935,898.495
1349929,746.19
1391689,880.61
1350008,667.74
1017175,1027.17
1230601,764.86
1353563,679.63
1460117,545.54
1366885,704.2
1096075,1093.04
1117594,632.48
1486028,621.995
1135738,672.625
1222614,560.12
1406377,609.98
1244061,498.805
1003197,453.385
1289790,488.715
1036601,551.705
1050954,597.92
1492614,146.33
1468175,131.835
1127745,182.24
1356109,152.36
1288414,145.995
1186700,161.05
1088403,148.72
1133590,214.825
1155657,214.155
1348738,158.57
1497813,374.12
1094690,289.01
1152196,247.18
1003610,268.18
1479704,668.07
1068127,288.14
1222762,221.05
1324076,414.775
1473003,330.635
1343036,354.1
1255407,421.015
1338733,399.895
1482136,227.06
1147855,348.93
1311799,341.74
1306558,366.695
1494027,492.13
1265348,717.555
1083041,742.235
1003331,506.355
1123214,1216.475
1038791,1221.745
1134852,1240.21
1403461,980.625
1002912,821.11
1089089,1301.385
1082554,487.22
1353572,280.445
1015394,813.095
1320654,1190.11
1108704,302.635
1349640,405.19
1233603,237.32
1240827,189.165
1054033,291.6
1398644,336.85
1303762,328.99
1272724,281.755
1423160,321.11
1055961,300.09
1481640,197.47
1031471,320.505
1241213,166.505
1055152,105.18
1075123,112.79
1365959,156.71
1195304,130.305
1211091,141.03
1373638,617.65
1091949,679.35
1485637,357.735
1214130,337.665
1277790,276.475
1014247,448.69
1415059,321.085
1107132,251.99
1011846,348.14
1036998,307.59
1006386,336.585
1412745,356.89
1375145,607.12
1354719,838.86
1416624,737.145
1162670,786.285
1473999,597.43
1415730,750.435
1070101,757.615
1149110,844.26
1268657,867.405
1125034,819.72
1233869,501.565
1478615,539.37
1081273,583.33
1452584,473.0
1082717,588.365
1009386,472.02
1251805,366.1
1390565,507.8
1301315,522.635
1033019,587.025
1127204,102.8
1454285,188.435
1230213,112.13
1216199,104.46
1338024,106.28
1316220,112.74
1261077,115.725
1499021,184.505
1384202,113.63
1327954,113.815
1139730,873.735
1301842,596.435
1251244,1063.15
1183358,910.265
1059732,895.94
1151274,882.05
1072415,952.55
1469941,546.09
1288037,999.83
1325139,591.615
1101375,972.265
1398435,540.73
1353965,609.875
1183936,739.92
1311911,581.955
1062494,939.925
1410039,618.14
1187463,536.615
1082477,1151.36
1345516,657.555
1022008,544.34
1438700,709.215
1314739,673.85
1316314,674.41
1050661,559.69
1317396,673.54
1179891,617.71
1035233,552.5
1011404,548.475
1306324,653.855
1473058,312.73
1463455,311.795
1248427,189.775
1173141,287.69
1471497,304.015
1455556,275.495
1305973,227.19
1456111,280.475
1311369,254.635
1084924,237.59
1075942,1991.4
1458788,877.945
1108592,2054.725
1091948,2020.09
1028978,2003.38
1480899,975.77
1043364,1004.14
1390783,1288.62
1083460,1088.83
1113545,2237.685
1175098,722.015
1107789,377.015
1472551,635.515
1434395,660.745
1204957,679.31
1066271,435.135
1201647,316.54
1207963,319.67
1224651,342.665
1102821,384.805
1413179,932.23
1064720,808.35
1333985,931.63
1485965,913.035
1045179,1100.375
1034980,800.105
1055582,1079.4
1444798,950.155
1059223,1218.67
1047097,1099.695
1121896,244.015
1093815,250.72
1171798,293.45
1110818,256.895
1368837,157.66
1016415,217.85
1300798,268.285
1093179,248.705
1305192,322.49
1095872,264.885
1000264,276.545
1253533,210.625
1109365,290.315
1492072,188.24
1369989,277.74
1233753,174.715
1113550,227.365
1119683,217.675
1351878,185.325
1143262,220.04
1058344,332.585
1414470,354.13
1252992,273.06
1115685,463.295
1421486,346.065
1320342,392.695
1021911,244.005
1251776,306.27
1165288,455.86
1113019,129.42
1116213,396.34
1044947,452.025
1402049,386.115
1073679,152.685
1088866,409.88
1194180,96.73
1474476,126.76
1049402,453.03
1416839,709.24
1218844,432.57
1170492,453.79
1091303,479.675
1367373,354.905
1241826,437.08
1023270,471.085
1495450,404.055
1383578,532.34
1482218,396.075
1414458,454.035
1306516,498.125
1180610,705.31
1323085,531.335
1212285,596.805
1039279,756.18
1395825,634.12
1386899,644.75
1216036,739.99
1225001,746.685
1196661,516.74
1496261,514.41
1194929,558.02
1209119,526.775
1397954,543.965
1433003,559.21
1306725,535.935
1355897,547.06
1064394,522.37
1299518,530.04
1401228,201.785
1495883,285.94
1186113,295.295
1452283,239.02
1478258,231.715
1197751,286.18
1124970,278.02
1131633,264.645
1414498,197.205
1453888,235.545
1158313,530.84
1100676,545.21
1158135,547.12
1171800,557.16
1026264,467.495
1321385,594.74
1050460,506.87
1146215,569.43
1419175,541.37
1372396,520.43
1432207,193.975
1394210,167.81
1443225,250.425
1342526,85.22
1449114,231.6
1123390,179.19
1247236,128.855
1261392,126.375
1489922,194.535
1401658,107.415
1125250,893.78
1037647,1095.48
1138222,677.24
1266103,1014.435
1003947,1097.97
1348210,605.895
1145349,1045.325
1373036,986.78
1309199,809.58
1171211,653.745
1402145,601.01
1475657,607.365
1467695,591.965
1147970,463.015
1378850,783.875
1121390,809.04
1237926,875.505
1492615,899.22
1006586,394.045
1000914,391.265
1405281,624.33
1140630,767.54
1179175,728.13
1328240,536.045
1148498,648.835
1444150,665.415
1184976,537.445
1455643,657.555
1054872,606.98
1465520,637.065
1235991,236.43
1357362,168.915
1224648,261.94
1042687,202.945
1435100,181.18
1386731,153.18
1030695,203.735
1254045,190.06
1392602,152.965
1443272,197.25
1147078,73.02
1065907,80.815
1354825,70.48
1177980,91.605
1201164,75.71
1003099,117.085
1002495,108.84
1365578,66.47
1419626,66.42
1195370,58.205
1207458,297.895
1408017,274.645
1090667,618.93
1397788,292.85
1227739,338.275
1362484,283.185
1097531,562.92
1082537,611.485
1484097,331.34
1325444,327.365
1276142,402.03
1333143,308.03
1487777,405.525
1395108,207.025
1042584,297.23
1274476,337.055
1055703,275.94
1247424,265.83
1302516,292.415
1171030,316.17
1266519,695.96
1137275,1438.395
1266254,1547.535
1125205,1355.92
1282243,703.265
1265496,1573.63
1269069,1578.985
1421700,1383.745
1095834,1467.79
1175473,1510.01
1299709,109.515
1454164,93.715
1068339,162.67
1131994,122.445
1452032,93.775
1268214,61.905
1261241,102.105
1209168,95.18
1106716,141.885
1104690,145.095
1117544,433.135
1417850,487.875
1211259,485.035
1431972,438.375
1475506,523.32
1409045,467.025
1410758,479.375
1368841,548.365
1409653,476.065
1251129,512.87
1199822,475.385
1306963,453.1
1352289,289.915
1487534,508.74
1043614,486.525
1388656,377.725
1464836,412.365
1072381,512.98
1388909,377.725
1280894,825.61
1356370,77.685
1245069,50.49
1295639,70.335
1305904,70.57
1292177,70.885
1317384,74.94
1121211,47.89
1021640,49.73
1210569,52.34
1442046,90.25
1131692,424.835
1325899,416.52
1035806,391.365
1192752,420.575
1154621,413.595
1105567,440.375
1351561,386.515
1284314,350.38
1119425,444.6
1071315,408.625
1053700,321.31
1196897,274.295
1100864,275.185
1095250,298.935
1314012,307.28
1177213,280.835
1312239,299.32
1371943,301.7
1269951,295.63
1124463,284.975
1171380,1025.725
1257945,1105.53
1164850,993.45
1317829,1235.565
1494403,1238.52
1372964,1005.76
1028254,939.945
1394819,1083.89
1239193,1283.315
1466747,1224.18
1460540,213.67
1109530,316.175
1140660,248.285
1015607,611.115
1039868,324.305
1179336,198.16
1156949,250.805
1416864,228.38
1229607,252.325
1488828,206.03
1243030,422.85
1342622,392.57
1474891,353.97
1107378,543.915
1120819,437.4
1195282,400.925
1335120,448.485
1377332,397.32
1318602,394.635
1106208,409.665
1496726,741.21
1040688,571.53
1359566,227.63
1322847,554.65
1419205,237.53
1376392,514.315
1471555,531.705
1157631,534.215
1446675,312.535
1171196,281.225
1353589,407.315
1083761,380.995
1017978,444.635
1204607,343.575
1179263,351.055
1287664,376.545
1101142,312.42
1259598,371.315
1403541,375.68
1101243,314.51
1235681,417.985
1473044,454.77
1165704,398.265
1327609,405.11
1382591,375.595
1258870,371.84
1340640,405.465
1165396,402.725
1460743,356.415
1210591,327.97
1428233,252.63
1094909,438.485
1332634,351.07
1226462,373.555
1022245,537.505
1082397,426.09
1136816,356.71
1478736,305.22
1468754,301.89
1392549,277.64
1268353,398.505
1295313,377.675
1086365,448.445
1072664,477.425
1271325,436.66
1468915,364.42
1396555,296.12
1082289,495.575
1471863,363.065
1288038,385.975
1009685,125.13
1103790,117.01
1081466,135.17
1067689,167.68
1320892,140.02
1425915,150.62
1265570,124.255
1117394,122.99
1131780,142.485
1242389,112.495
1214618,339.97
1364865,250.195
1133180,344.485
1008164,294.65
1166614,284.965
1204365,319.77
1426744,232.275
1145434,332.915
1302570,358.65
1158968,277.25
1104767,409.265
1331057,416.52
1203291,465.17
1325692,191.255
1200019,206.205
1101366,203.995
1410252,241.045
1412366,207.28
1491157,316.005
1445037,242.44
1332387,161.75
1146755,177.93
1125510,294.43
1468793,155.705
1474894,264.11
1246237,168.64
1468989,155.705
1264726,155.65
1023588,280.8
1119975,220.125
1296989,281.32
1256467,298.795
1478418,238.585
1141172,211.245
1237197,289.65
1215871,236.04
1015109,318.315
1173440,245.13
1115717,280.42
1112711,518.155
1374089,565.565
1118795,522.245
1140639,507.245
1083175,585.97
1492620,564.525
1175595,578.765
1381389,515.99
1252196,465.575
1125403,520.27
1353415,513.42
1460235,971.47
1445553,962.81
1447369,956.77
1028990,976.36
1184922,516.045
1153898,927.7
1198610,976.665
1079437,538.375
1472394,529.66
1448306,489.725
1419811,397.25
1265062,431.32
1425904,195.21
1125938,373.555
1202900,170.375
1095568,383.615
1300715,411.57
1376035,455.775
1247963,407.19
1242874,150.56
1077197,160.59
1127975,164.655
1230110,163.085
1166412,158.47
1066808,145.275
1470409,162.38
1342442,178.11
1139563,166.17
1003833,181.0
1119729,779.33
1178379,749.23
1168706,367.695
1171672,585.83
1432899,716.335
1268541,618.995
1006145,802.17
1441960,708.83
1183895,623.44
1460906,619.355
1466648,280.63
1217089,314.265
1275462,495.175
1461365,317.16
1159522,274.335
1442492,274.35
1426884,319.075
1223006,314.055
1257596,421.735
1313402,401.295
1009276,397.95
1355967,651.245
1439212,654.65
1145363,552.4
1001921,444.1
1159863,539.62
1347974,655.475
1012491,427.765
1373298,636.765
1355523,662.385
1167271,775.24
1393728,1233.63
1109152,908.19
1366322,1497.14
1101391,1246.165
1478799,965.365
1215120,1078.12
1428408,1044.93
1100774,901.07
1495413,1047.335
1026093,639.18
1185453,766.425
1315380,1073.585
1413823,1008.21
1010266,656.515
1091121,734.88
1126295,1135.195
1322521,1337.385
1345620,1348.72
1273456,787.125
1095435,181.32
1323949,166.83
1395799,115.23
1145737,125.235
1238384,141.525
1042036,159.115
1351219,128.9
1085203,148.815
1371386,149.225
1219723,146.465
1003254,292.985
1467189,278.775
1391034,210.085
1402736,349.34
1359141,234.49
1385854,205.39
1364965,296.06
1323652,314.175
1488422,190.995
1426492,209.0
1494166,111.675
1425078,79.165
1280912,80.455
1101451,92.715
1102535,96.15
1192441,68.855
1095607,80.86
1367089,75.18
1159398,74.15
1234591,73.31
1191706,489.595
1131459,762.705
1336230,440.255
1425283,440.435
1320850,411.625
1057220,677.58
1490464,514.37
1245748,411.48
1433608,467.755
1027214,626.905
1105308,324.155
1107240,337.735
1387470,295.655
1184143,389.905
1072620,289.635
1460051,359.935
1111278,370.375
1442651,256.91
1409134,361.865
1051968,303.085
1121765,544.225
1154015,581.43
1193249,674.04
1025216,626.445
1487129,604.365
1132636,639.345
1011414,605.235
1368489,709.83
1369233,731.465
1458746,421.595
1280129,134.57
1114886,144.15
1163765,156.12
1406367,145.68
1142814,169.875
1294699,133.675
1379642,166.38
1244589,148.805
1100387,134.3
1323102,151.985
1159992,387.365
1349938,485.435
1440017,437.7
1021112,521.99
1087316,403.2
1382875,534.095
1223460,425.91
1140043,385.465
1358812,476.975
1384056,413.555
1470747,177.975
1410454,158.835
1329627,143.545
1053569,156.24
1098179,144.04
1489281,141.22
1230739,172.385
1117763,169.55
1016076,170.175
1020937,157.64
1008071,981.26
1351714,750.155
1278748,909.25
1033118,858.06
1432496,938.05
1231141,1031.045
1026727,900.62
1077204,1086.705
1438728,969.13
1424161,836.44
1495114,138.595
1438706,195.435
1352093,165.845
1422053,197.385
1332317,155.145
1178329,167.335
1467909,161.86
1347977,165.845
1445235,220.71
1365395,165.91
1467164,285.825
1164908,464.78
1182446,448.485
1393856,422.61
1161200,610.46
1242357,667.835
1344145,399.49
1430031,537.665
1193698,658.6
1449017,384.1
1399041,636.17
1185779,1117.25
1055011,1036.17
1080864,1178.2
1247741,712.35
1041516,1004.99
1157213,791.165
1168450,685.7
1392666,880.27
1024666,981.39
1246456,501.905
1213389,589.085
1011038,479.495
1403857,518.54
1377782,571.55
1354740,525.77
1195560,500.92
1000845,474.13
1188391,624.45
1310969,447.485
1203473,204.915
1052376,145.0
1275300,151.63
1168517,134.575
1164780,210.62
1412431,153.735
1215826,208.07
1198539,205.725
1281207,158.835
1400789,138.295
1008981,437.99
1480916,327.425
1174520,211.135
1408456,316.935
1103391,280.88
1108102,295.365
1108547,287.19
1238197,445.875
1043675,295.53
1268656,276.78
1462608,349.43
1418346,421.875
1491979,426.02
1407308,177.61
1010422,397.69
1108134,327.84
1224076,305.44
1140817,322.39
1025411,368.745
1403656,328.175
1161630,1213.77
1021993,918.305
1179517,1253.96
1332254,1198.875
1319159,1254.485
1356974,1227.225
1290939,361.21
1401750,259.085
1064767,1281.485
1070383,1282.71
1029294,330.38
1013001,305.89
1081183,339.435
1485036,350.49
1256807,270.93
1203716,333.115
1414123,304.075
1250749,247.115
1434042,294.96
1048122,328.275
1317164,184.03
1404058,209.44
1099698,122.15
1225205,272.93
1120109,105.125
1317198,184.03
1485133,136.495
1011810,314.85
1212950,595.41
1022775,587.445
1039889,386.04
1347952,311.24
1129722,314.97
1023285,407.635
1330789,295.785
1334275,302.585
1183235,331.645
1278095,355.665
1161492,311.32
1189870,368.155
1232446,704.28
1381352,877.99
1168965,797.505
1300191,813.205
1391636,821.18
1475935,585.005
1413562,741.67
1129712,693.42
1181753,813.995
1094992,773.815
1466568,527.03
1429643,498.6
1301120,511.78
1377778,528.225
1271409,499.13
1168372,559.155
1469059,539.54
1067430,538.035
1155421,539.87
1136593,525.52
1212707,116.855
1313597,117.48
1412241,104.635
1115056,983.525
1292390,833.58
1166952,1007.665
1384513,587.145
1093599,1023.66
1367894,541.89
1119869,984.535
1070129,903.165
1394194,624.32
1002435,940.895
1400016,552.14
1371135,694.525
1386866,649.59
1263387,550.165
1316202,614.615
1238695,555.64
1269164,571.645
1212464,543.7
1458850,545.805
1164926,980.445
1138248,595.63
1490626,637.895
1281487,637.79
1082441,495.675
1482938,624.785
1184923,605.795
1326973,649.47
1192047,602.5
1267180,605.265
1246324,817.89
1186964,285.92
1202630,292.975
1269934,278.805
1339581,206.32
1436109,282.335
1101500,242.455
1023599,234.635
1442172,307.125
1157371,270.97
1109804,1029.835
1054832,1131.22
1352123,1095.285
1423856,1035.26
1435666,1040.94
1354480,1168.91
1246275,1081.65
1336436,1083.81
1432832,1041.09
1165254,817.975
1066074,426.255
1040567,481.745
1033848,505.46
1060668,459.09
1364029,306.615
1062630,454.235
1094506,474.715
1358659,320.61
1465329,403.43
1440816,288.47
1379869,1019.055
1364543,703.045
1209429,689.3
1336922,921.7
1184984,923.095
1033802,1171.18
1102254,856.28
1069100,778.025
1251110,777.14
1422931,886.27
1004866,340.495
1174471,297.49
1499724,285.14
1303018,253.105
1484881,256.9
1336482,239.165
1263568,284.98
1014154,224.015
1145983,229.315
1329014,252.14
1016463,343.585
1014561,267.27
1023254,180.315
1261641,80.51
1242929,181.18
1066835,91.07
1084108,123.23
1273171,205.245
1310686,142.29
1429564,153.0
1417277,335.965
1206235,326.185
1105979,404.0
1299770,312.15
1472997,319.93
1247176,283.89
1035903,342.035
1016929,285.97
1100790,282.66
1479035,310.22
1081099,376.12
1242607,437.21
1495219,337.68
1401482,375.585
1318810,427.175
1400541,358.57
1024895,443.605
1046431,454.13
1068378,438.855
1431933,362.035
1172788,453.725
1393553,619.26
1035358,429.275
1299647,434.75
1272919,509.635
1334372,370.395
1159056,460.49
1302378,439.25
1190534,405.34
1011587,475.595
1105486,788.235
1495174,328.0
1004376,720.82
1320784,536.015
1489187,317.585
1318303,529.665
1481749,297.39
1216902,588.055
1184723,801.42
1226502,595.84
1072688,144.36
1082037,169.635
1248088,549.97
1240215,550.59
1140940,506.01
1372767,551.72
1319511,529.065
1163430,515.07
1024275,675.33
1176115,521.9
1493372,226.4
1015693,176.13
1397319,212.185
1361853,346.495
1037616,376.44
1069003,217.005
1429561,215.755
1379641,226.83
1380619,274.45
1305515,279.07
1326014,572.91
1363993,521.575
1065978,603.32
1124674,541.12
1031580,400.155
1076145,508.625
1062552,502.295
1043014,478.6
1219837,548.15
1496028,594.59
1067574,53.245
1025091,59.19
1153270,161.74
1394193,47.295
1142889,93.945
1158789,85.735
1287972,121.225
1206482,92.705
1212175,78.475
1016096,167.85
1049986,795.25
1058080,1056.905
1385476,985.825
1197433,1066.63
1157667,666.625
1462354,1060.075
1447886,1201.535
1414248,680.025
1071904,818.105
1233401,1036.12
1205618,475.58
1156440,446.89
1069575,787.79
1049835,644.435
1208125,873.35
1092107,806.31
1246248,799.855
1200152,844.05
1183897,818.215
1391457,788.845
1184133,589.35
1460544,560.985
1232535,648.92
